Chemical,Cell line,CMap dose,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100
suramin sodium,PC3,0.00001,0.005025,0.0007606,0.0007606,0.0007606,0.0007606,0.02421,0.0007606,0.0007606,0.001471,0.002893,0.0007606,0.0007606,0.005025,0.0007606,0.005025,0.002893,0.001471,0.0007606,0.008579,0.0007606,0.0007606,0.003603,0.001471,0.001471,0.0007606,0.002182,0.0007606,0.0007606,0.007868,0.01,0.001471,0.03985,0.0007606,0.01142,0.0007606,0.0007606,0.0007606,0.0007606,0.0007606,0.02279,0.0007606,0.0007606,0.0007606,0.002182,0.0007606,0.0007606,0.07468,0.0007606,0.0007606,0.002182,0.002182,0.0007606,0.001471,0.0235,0.002893,0.001471,0.0007606,0.0007606,0.0007606,0.0007606,0.001471,0.0007606,0.0007606,0.0007606,0.0007606,0.001471,0.0007606,0.0007606,0.0007606,0.04127,0.002182,0.0007606,0.0007606,0.0007606,0.0007606,0.0007606,0.0007606,0.005025,0.0007606,0.003603,0.001471,0.0007606,0.002182,0.0007606,0.0007606,0.0007606,0.001471,0.5878,0.0007606,0.0007606,0.0007606,0.0007606,0.007868,0.0007606,0.0007606,0.01142,0.001471,0.01569,0.001471,0.001471
suramin sodium,MCF7,0.00001,0.0002095,0.02273,0.0002095,0.2745,0.0002095,0.0002095,0.0002095,0.00158,0.05151,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.000797,0.0002095,0.0002095,0.0002095,0.0002095,0.0004054,0.0004054,0.0002095,0.0002095,0.0002095,0.0006012,0.0002095,0.0002095,0.0002095,0.0002095,0.003342,0.0002095,0.0002095,0.0002095,0.0006012,0.0002095,0.0002095,0.02488,0.2469,0.0006012,0.0006012,0.0006012,0.0002095,0.0002095,0.05836,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0004054,0.005105,0.001189,0.0004054,0.0002095,0.0002095,0.0002095,0.0004054,0.0002095,0.0002095,0.0002095,0.0009928,0.0002095,0.0002095,0.0004054,0.0002095,0.0002095,0.2559,0.0004054,0.001189,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.02606,0.0002095,0.0002095,0.00158,0.000797,0.0002095,0.0002095,0.0002095,0.0002095,0.000797,0.0009928,0.0002095,0.0006012,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095,0.0002095
tamoxifen,PC3,0.000007,0.01358,0.00008913,0.000339,0.00008913,0.0001724,0.00008913,0.00008913,0.00008913,0.0001724,0.001755,0.0002557,0.00008913,0.00008913,0.000339,0.0002557,0.0002557,0.000339,0.00008913,0.001172,0.003171,0.0125,0.1179,0.0001724,0.0165,0.00008913,0.00008913,0.0005888,0.09137,0.0002557,0.1248,0.007668,0.0008387,0.002338,0.002338,0.0004223,0.0002557,0.000339,0.001089,0.00008913,0.1357,0.00008913,0.00008913,0.00008913,0.0004223,0.000339,0.00008913,0.001089,0.00008913,0.00008913,0.04673,0.01558,0.0005888,0.0001724,0.00008913,0.00008913,0.0002557,0.00008913,0.00008913,0.0001724,0.0002557,0.0001724,0.00008913,0.00008913,0.00008913,0.00008913,0.00008913,0.00008913,0.00008913,0.00008913,0.002005,0.0006721,0.00008913,0.00008913,0.00008913,0.00008913,0.00008913,0.006669,0.07613,0.00008913,0.0008387,0.01325,0.00008913,0.006252,0.00008913,0.00008913,0.00008913,0.07996,0.05964,0.0001724,0.00008913,0.0001724,0.00008913,0.1391,0.00008913,0.00008913,0.000339,0.0001724,0.003504,0.001921,0.002838
tamoxifen,MCF7,0.000007,0.002297,0.000009487,0.00001835,0.00001835,0.000009487,0.00006267,0.0004173,0.000009487,0.00004495,0.005887,0.00001835,0.00001835,0.00005381,0.00001835,0.2079,0.000009487,0.006623,0.00001835,0.00001835,0.000009487,0.002075,0.03936,0.000009487,0.00001835,0.00005381,0.000009487,0.000009487,0.06546,0.00001835,0.0005857,0.006906,0.001446,0.01543,0.00003608,0.000009487,0.000009487,0.0001956,0.00002722,0.000009487,0.000009487,0.00003608,0.00008927,0.000009487,0.00002722,0.000009487,0.000009487,0.02771,0.001694,0.000009487,0.000009487,0.000009487,0.00005381,0.000009487,0.000009487,0.000009487,0.00008927,0.001091,0.000009487,0.01337,0.000009487,0.003937,0.000009487,0.000009487,0.02116,0.01866,0.00001835,0.00003608,0.000009487,0.00003608,0.00001835,0.00004495,0.000009487,0.000009487,0.02461,0.000009487,0.000009487,0.0003198,0.000009487,0.000009487,0.00003608,0.00001835,0.000009487,0.2702,0.00002722,0.004867,0.000009487,0.00002722,0.0001602,0.000009487,0.000009487,0.000009487,0.000009487,0.000009487,0.000009487,0.000009487,0.0000804,0.000009487,0.1275,0.1167,0.01198
terconazole,HL60,0.0000076,0.00198,0.00004919,0.00004919,0.00004919,0.00004919,0.0001871,0.0006007,0.0001871,0.00004919,0.002301,0.00004919,0.07805,0.00391,0.00009515,0.1788,0.005243,0.00004919,0.00004919,0.00004919,0.00004919,0.1036,0.0001411,0.00004919,0.00004919,0.00004919,0.0001411,0.00009515,0.09179,0.00009515,0.00004919,0.01168,0.03369,0.0001411,0.03351,0.00004919,0.00009515,0.1283,0.0004169,0.00004919,0.002945,0.00009515,0.00004919,0.00004919,0.00009515,0.00004919,0.00004919,0.01002,0.05727,0.00004919,0.00004919,0.00004919,0.0001871,0.00004919,0.003129,0.00004919,0.00004919,0.00004919,0.00004919,0.0001871,0.00004919,0.0001411,0.0004628,0.00004919,0.00004919,0.00009515,0.0005548,0.00004919,0.00004919,0.001382,0.007127,0.00129,0.00004919,0.00004919,0.00009515,0.00004919,0.0001871,0.0006007,0.01526,0.00004919,0.0006927,0.00009515,0.00004919,0.003313,0.00004919,0.00004919,0.00009515,0.0001871,0.00004919,0.000279,0.0001871,0.00004919,0.00004919,0.02901,0.00004919,0.00004919,0.1014,0.00004919,0.08614,0.00004919,0.00004919
terconazole,MCF7,0.0000076,0.002251,0.0193,0.0001843,0.0008731,0.0001843,0.0001843,0.0001843,0.01861,0.0001843,0.001734,0.0001843,0.0001843,0.0008731,0.0001843,0.0001843,0.0007009,0.0001843,0.0007009,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0003565,0.0003565,0.0001843,0.0001843,0.001734,0.001045,0.0001843,0.0005287,0.0001843,0.0003565,0.2972,0.0001843,0.0001843,0.0003565,0.0003565,0.0001843,0.0007009,0.0001843,0.0001843,0.0001843,0.0005287,0.0008731,0.02584,0.0001843,0.0001843,0.0003565,0.0001843,0.0001843,0.0001843,0.04117,0.0001843,0.0001843,0.0003565,0.0001843,0.0008731,0.0003565,0.0001843,0.0001843,0.0001843,0.0001843,0.001218,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.003112,0.0001843,0.003112,0.0003565,0.0001843,0.0001843,0.0001843,0.0001843,0.001562,0.0001843,0.0001843,0.0001843,0.0001843,0.0001843,0.0005287,0.0001843,0.0003565,0.5557,0.0001843,0.0007009,0.0003565,0.0007009,0.0001843,0.0005287,0.0005287,0.001045,0.0005287,0.0005287
terconazole,PC3,0.0000076,0.00009678,0.00004922,0.00002545,0.00002545,0.00002545,0.0001919,0.00002545,0.00002545,0.00002545,0.00002545,0.00002545,0.002522,0.00009678,0.0001919,0.0004297,0.000073,0.02834,0.00002545,0.0003108,0.0001681,0.00704,0.2557,0.00002545,0.00002545,0.00002545,0.00002545,0.00002545,0.03512,0.1447,0.000073,0.00002545,0.0306,0.00002545,0.00009678,0.00002545,0.02259,0.1123,0.0001681,0.00002545,0.006659,0.00009678,0.00002545,0.00002545,0.001428,0.00002545,0.00002545,0.000073,0.001833,0.00002545,0.02444,0.000073,0.1682,0.00002545,0.0001206,0.00002545,0.00002545,0.00002545,0.00002545,0.00002545,0.00002545,0.0003108,0.00004922,0.00002545,0.00002545,0.00002545,0.00004922,0.00002545,0.0001443,0.00002545,0.0001919,0.0009765,0.00002545,0.00002545,0.00004922,0.00002545,0.00002545,0.009608,0.01441,0.00002545,0.0004772,0.00002545,0.00009678,0.0001919,0.00002545,0.00002545,0.00002545,0.001309,0.0015,0.00004922,0.00002545,0.00002545,0.00002545,0.1254,0.00002545,0.00002545,0.000073,0.00004922,0.00002545,0.000073,0.00002545
terfenadine,MCF7,0.0000084,0.0003861,0.000006994,0.00001353,0.000006994,0.000006994,0.0001312,0.00003967,0.00001353,0.0004122,0.0309,0.000006994,0.0002096,0.002366,0.00001353,0.2558,0.00003314,0.00006582,0.00003314,0.00003314,0.000006994,0.000006994,0.06534,0.0002553,0.000006994,0.00001353,0.000006994,0.00001353,0.05961,0.00003967,0.00003967,0.03262,0.00002007,0.03644,0.0004318,0.000006994,0.0000266,0.003856,0.00001353,0.000006994,0.0002031,0.000006994,0.000006994,0.000006994,0.000006994,0.00001353,0.00001353,0.001974,0.00002007,0.000006994,0.00002007,0.000006994,0.000006994,0.000006994,0.00006582,0.000006994,0.0001638,0.00001353,0.00001353,0.02129,0.000006994,0.00006582,0.000006994,0.000006994,0.000006994,0.009353,0.000006994,0.0000266,0.00002007,0.000006994,0.00006582,0.00001353,0.00001353,0.00001353,0.000006994,0.00002007,0.000006994,0.00449,0.000105,0.000006994,0.001027,0.00006582,0.000006994,0.269,0.00001353,0.000006994,0.00002007,0.0000266,0.0002161,0.00001353,0.00007235,0.000006994,0.000006994,0.001615,0.000006994,0.00001353,0.000739,0.006601,0.06693,0.1255,0.0007063
testosterone,HL60,0.0000116,0.0003501,0.0003501,0.001004,0.0003501,0.004275,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.003621,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501,0.06446,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.001004,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.002313,0.1708,0.0003501,0.2885,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.05531,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.001331,0.0003501,0.0003501,0.0003501,0.0003501,0.001004,0.0003501,0.0003501,0.0003501,0.003621,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.0003501,0.001004,0.0003501,0.0003501,0.001659,0.001004,0.0003501,0.002313,0.0003501,0.3664,0.0003501,0.0006772,0.0003501,0.0003501,0.0003501,0.0003501
testosterone,MCF7,0.0000116,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.102,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.001715,0.0008866,0.0008866,0.002544,0.0008866,0.0008866,0.01166,0.0008866,0.001715,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.001715,0.0008866,0.0008866,0.004201,0.005858,0.0008866,0.0008866,0.008343,0.002544,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.001715,0.2826,0.002544,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.009172,0.0008866,0.002544,0.007515,0.003372,0.0008866,0.0008866,0.0008866,0.0008866,0.001715,0.001715,0.0008866,0.0008866,0.0008866,0.0008866,0.002544,0.0008866,0.0008866,0.001715,0.0008866,0.0008866,0.0008866,0.0008866,0.0008866,0.3464,0.0008866,0.003372,0.0008866,0.1235
testosterone,PC3,0.0000116,0.00007884,0.00004076,0.00004076,0.00007884,0.00004076,0.000155,0.00004076,0.00004076,0.00004076,0.001412,0.0002693,0.00007884,0.00007884,0.00004076,0.001945,0.0005359,0.00004076,0.0001169,0.0003074,0.00007884,0.00004076,0.00007884,0.00007884,0.00004076,0.00004076,0.00004076,0.00004076,0.0002693,0.00004076,0.0001169,0.03862,0.0001169,0.001564,0.0001169,0.005906,0.00004076,0.0004978,0.1932,0.00007884,0.001869,0.00004076,0.0008405,0.0002693,0.001259,0.00004076,0.00004076,0.0009167,0.0001169,0.000155,0.01912,0.04243,0.00007884,0.00004076,0.0002312,0.00004076,0.00004076,0.00004076,0.00004076,0.0001169,0.00004076,0.00004076,0.0001169,0.00004076,0.00004076,0.00007884,0.00004076,0.00004076,0.01063,0.0003074,0.0001931,0.2193,0.00004076,0.000155,0.00004076,0.00004076,0.0001931,0.04612,0.06467,0.00004076,0.0003835,0.0001169,0.00004076,0.0002693,0.00004076,0.00004076,0.00004076,0.00004076,0.00004076,0.00007884,0.00004076,0.00007884,0.00007884,0.1655,0.00004076,0.00004076,0.0001169,0.00004076,0.00007884,0.0001169,0.1765
tetracycline,PC3,0.0000084,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.1287,0.004164,0.008055,0.02362,0.004164,0.004164,0.004164,0.004164,0.117,0.1248,0.004164,0.004164,0.004164,0.004164,0.004164,0.0742,0.004164,0.004164,0.004164,0.004164,0.008055,0.004164,0.004164,0.004164,0.004164,0.004164,0.008055,0.004164,0.004164,0.004164,0.008055,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.05474,0.004164,0.004164,0.004164,0.004164,0.008055,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.008055,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.06642,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164,0.004164
tetrahydroalstonine,PC3,0.0000114,0.00003736,0.00001931,0.0004344,0.00001931,0.00009151,0.00001931,0.004026,0.00001931,0.00001931,0.0001096,0.00001931,0.02819,0.00005541,0.0002539,0.0001998,0.0001276,0.02469,0.00001931,0.03769,0.00001931,0.02751,0.1321,0.00001931,0.00001931,0.00003736,0.00003736,0.00003736,0.00001931,0.2517,0.00001931,0.00007346,0.00001931,0.00007346,0.0001096,0.00001931,0.05254,0.0001637,0.001427,0.00001931,0.0001637,0.00005541,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.06117,0.00001931,0.00007346,0.00001931,0.0003803,0.00001931,0.00005541,0.00001931,0.00001931,0.00001931,0.00005541,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.00001931,0.02633,0.00001931,0.03897,0.00001931,0.00003736,0.00001931,0.00001931,0.0001276,0.00001931,0.001373,0.02868,0.00001931,0.00001931,0.00001931,0.00001931,0.0001276,0.00001931,0.00003736,0.00007346,0.1952,0.0303,0.00001931,0.00003736,0.00001931,0.00001931,0.05359,0.00001931,0.00001931,0.0001817,0.0001457,0.00001931,0.00001931,0.00005541
tetrahydroalstonine,MCF7,0.0000114,0.0003959,0.00005993,0.0003959,0.00005993,0.00005993,0.0001719,0.001516,0.00005993,0.00005993,0.0002279,0.0001159,0.01608,0.0005639,0.02761,0.00005993,0.0003399,0.005884,0.00005993,0.0003399,0.002636,0.05432,0.09168,0.0001159,0.00005993,0.00005993,0.00005993,0.00005993,0.001012,0.1944,0.00005993,0.0004519,0.0001719,0.0004519,0.001012,0.0002279,0.007844,0.00005993,0.001012,0.00005993,0.0002839,0.0001719,0.00005993,0.00005993,0.048,0.00005993,0.00005993,0.00005993,0.0001159,0.00005993,0.03108,0.0002839,0.00005993,0.00005993,0.0008439,0.00005993,0.00005993,0.00005993,0.0001159,0.00005993,0.00005993,0.0275,0.02677,0.00005993,0.00005993,0.0001159,0.0007879,0.00005993,0.0001719,0.0001159,0.01372,0.00005993,0.00005993,0.00005993,0.00005993,0.00005993,0.0002839,0.001068,0.0003959,0.00005993,0.003532,0.00005993,0.00005993,0.003868,0.00005993,0.00005993,0.0001159,0.0005639,0.2401,0.00005993,0.00005993,0.0005639,0.0001159,0.001292,0.00005993,0.0002839,0.0002839,0.1852,0.0003399,0.0002279,0.0001719
tetrandrine,HL60,0.0000064,0.00009226,0.00001947,0.00001947,0.00001947,0.00007406,0.00001947,0.00003767,0.00001947,0.00001947,0.00003767,0.00005586,0.002057,0.0005472,0.05821,0.1041,0.00005586,0.0001286,0.00001947,0.00001947,0.001657,0.00001947,0.001603,0.00003767,0.00003767,0.00001947,0.00009226,0.00003767,0.04844,0.03627,0.00001947,0.0001286,0.0001286,0.000165,0.03874,0.000529,0.00009226,0.05333,0.00005586,0.00001947,0.0009293,0.00001947,0.00001947,0.00001947,0.2164,0.00001947,0.00001947,0.0001286,0.00003767,0.00001947,0.0006199,0.0001105,0.00001947,0.00001947,0.0002742,0.00001947,0.00001947,0.00003767,0.00001947,0.0002014,0.00009226,0.1864,0.00001947,0.00003767,0.00001947,0.00003767,0.009554,0.00001947,0.00009226,0.00003767,0.0001468,0.0007473,0.00001947,0.00001947,0.00003767,0.00003767,0.00005586,0.02044,0.001166,0.00001947,0.01137,0.00005586,0.00001947,0.009318,0.00001947,0.00007406,0.00001947,0.00005586,0.066,0.0001105,0.00001947,0.00001947,0.00001947,0.01039,0.00001947,0.00001947,0.0001105,0.00003767,0.1173,0.00001947,0.00007406
tetrandrine,PC3,0.0000064,0.0009188,0.00002726,0.00007821,0.00002726,0.00002726,0.0002565,0.000231,0.00002726,0.0001037,0.0003075,0.0001546,0.00002726,0.0001037,0.00002726,0.0002056,0.0001292,0.03223,0.00005273,0.04804,0.00153,0.00005273,0.005861,0.00005273,0.0003075,0.0001037,0.01152,0.0001037,0.2671,0.009707,0.03444,0.007058,0.00007821,0.00007821,0.0005622,0.00002726,0.001861,0.1501,0.06325,0.0002056,0.0006896,0.0003839,0.00002726,0.00002726,0.00002726,0.00007821,0.00002726,0.0003584,0.0005877,0.00005273,0.000231,0.00002726,0.0456,0.00002726,0.001097,0.00002726,0.0001037,0.00007821,0.00002726,0.0001546,0.00002726,0.000282,0.00002726,0.00002726,0.01518,0.00005273,0.0002056,0.00002726,0.00007821,0.000231,0.00005273,0.00005273,0.00005273,0.00002726,0.0001037,0.00007821,0.00002726,0.08536,0.05011,0.00002726,0.0003329,0.00007821,0.000231,0.0001801,0.00002726,0.000715,0.00005273,0.002753,0.01246,0.00002726,0.00002726,0.00005273,0.00005273,0.1162,0.00005273,0.00002726,0.0001801,0.00002726,0.0001292,0.02756,0.000231
tetrandrine,MCF7,0.0000064,0.0002196,0.00001947,0.00001947,0.00001947,0.00001947,0.0003834,0.01618,0.00005586,0.00001947,0.00007406,0.00005586,0.00001947,0.00009226,0.0001832,0.0001286,0.0003834,0.0009657,0.00001947,0.00009226,0.00003767,0.000165,0.001566,0.00001947,0.00001947,0.0001468,0.00003767,0.0001105,0.2775,0.2258,0.00001947,0.0002014,0.00005586,0.0004926,0.00009226,0.00003767,0.00173,0.1051,0.00003767,0.00001947,0.0003652,0.00001947,0.00001947,0.00003767,0.00003767,0.00001947,0.00001947,0.0002014,0.001748,0.00001947,0.0003106,0.00001947,0.03254,0.00001947,0.0001468,0.00001947,0.000529,0.00001947,0.00001947,0.00001947,0.00001947,0.001166,0.01294,0.00001947,0.0001105,0.00005586,0.00001947,0.00003767,0.00001947,0.00001947,0.0001105,0.00003767,0.00003767,0.00001947,0.00001947,0.00001947,0.00009226,0.001111,0.0168,0.00001947,0.00001947,0.00001947,0.00001947,0.1968,0.0001286,0.000165,0.00005586,0.0001105,0.0003106,0.00001947,0.00001947,0.00001947,0.00001947,0.0007655,0.00001947,0.00003767,0.0003834,0.00003767,0.01339,0.009718,0.07699
thalidomide,PC3,0.0000154,0.00009903,0.2376,0.0007468,0.03276,0.00158,0.00009903,0.00009903,0.0004692,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.0001916,0.0001916,0.0002841,0.00009903,0.00009903,0.00009903,0.0005617,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.0001916,0.00009903,0.00009903,0.00009903,0.0005617,0.00009903,0.00009903,0.0001916,0.01407,0.00009903,0.0003766,0.0496,0.00009903,0.00009903,0.3408,0.00009903,0.0002841,0.00009903,0.0002841,0.00009903,0.0001916,0.00009903,0.00009903,0.0001916,0.00009903,0.0001916,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.0006542,0.2614,0.0004692,0.002042,0.00009903,0.00009903,0.00009903,0.04313,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.00009903,0.001209,0.00009903,0.00009903,0.0002841,0.00009903,0.001302,0.0007468,0.00009903,0.0004692,0.00009903,0.00009903,0.0001916,0.00009903,0.00009903,0.00009903
thalidomide,MCF7,0.0000154,0.1151,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.02592,0.02592,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.02592,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01955,0.006816,0.01318,0.006816,0.02592,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01955,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.01955,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.0514,0.006816,0.006816,0.03229,0.006816,0.006816,0.006816,0.01318,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816,0.006816
thapsigargin,MCF7,0.0000001,0.00005142,0.00002658,0.00005142,0.00005142,0.000275,0.00002658,0.01662,0.00002658,0.00002658,0.00002658,0.00002658,0.00002658,0.0001259,0.00007626,0.00005142,0.00005142,0.00002658,0.02688,0.00005142,0.0002501,0.00002658,0.001939,0.00002658,0.1004,0.04439,0.0005234,0.00005142,0.0003247,0.001244,0.00005142,0.00002658,0.00002658,0.17,0.00007626,0.00002658,0.00002658,0.008249,0.0001508,0.0004489,0.00005142,0.008969,0.001716,0.00005142,0.00002658,0.00002658,0.0001259,0.00002658,0.00005142,0.00007626,0.00002658,0.00007626,0.00005142,0.00007626,0.0001508,0.00002658,0.00005142,0.0001011,0.0042,0.05689,0.00005142,0.00002658,0.00002658,0.00002658,0.09656,0.00007626,0.00002658,0.00007626,0.00005142,0.00002658,0.00005142,0.00002658,0.0009208,0.0001011,0.009093,0.005541,0.0001011,0.1325,0.00005142,0.0002005,0.00002658,0.00002658,0.00005142,0.004274,0.00005142,0.2456,0.00005142,0.00002658,0.006162,0.00005142,0.00002658,0.00007626,0.00005142,0.002709,0.00002658,0.00005142,0.00002658,0.0004489,0.00007626,0.04916,0.00002658
thapsigargin,PC3,0.0000001,0.00003699,0.00001289,0.0001454,0.00002494,0.0006273,0.00029,0.00001289,0.00001289,0.008892,0.00001289,0.00001289,0.00001289,0.00002494,0.00002494,0.00001289,0.00003699,0.00003699,0.00002494,0.00002494,0.02241,0.00002494,0.00006108,0.00002494,0.04433,0.08487,0.00001289,0.00001289,0.00001289,0.00006108,0.0003502,0.09493,0.00003699,0.1113,0.0001575,0.00004903,0.00006108,0.00003699,0.00004903,0.0001213,0.00001289,0.00009722,0.00009722,0.00001289,0.0001334,0.00001289,0.0001695,0.00002494,0.00004903,0.00001289,0.00001289,0.00002494,0.00003699,0.004181,0.00002494,0.00001289,0.00001289,0.00001289,0.01835,0.1316,0.00001289,0.00002494,0.00001289,0.00002494,0.0001093,0.00002494,0.00001289,0.00001289,0.00006108,0.00002494,0.0001334,0.00003699,0.00001289,0.00001289,0.00003699,0.00009722,0.00003699,0.1184,0.00001289,0.00001289,0.00007313,0.00001289,0.0001213,0.07095,0.00001289,0.03624,0.0002177,0.00001289,0.05159,0.00003699,0.00001289,0.00006108,0.00001289,0.1506,0.00001289,0.00001289,0.00001289,0.009711,0.03661,0.0004827,0.00001289
theophylline,PC3,0.0000202,0.0001859,0.0001859,0.0008807,0.0005333,0.001749,0.0001859,0.001923,0.0001859,0.0001859,0.005918,0.0001859,0.0001859,0.0001859,0.001228,0.0001859,0.0001859,0.0001859,0.0003596,0.0001859,0.231,0.0001859,0.005397,0.001054,0.0003596,0.0001859,0.0001859,0.0001859,0.0001859,0.0001859,0.0001859,0.0001859,0.000707,0.0001859,0.0008807,0.2755,0.0001859,0.0001859,0.0005333,0.0005333,0.0001859,0.001402,0.0001859,0.0005333,0.0001859,0.001575,0.0005333,0.0001859,0.0005333,0.001228,0.0001859,0.000707,0.0001859,0.00366,0.0003596,0.0001859,0.0001859,0.0001859,0.01078,0.0001859,0.0005333,0.0003596,0.0001859,0.01912,0.0001859,0.0001859,0.0001859,0.0001859,0.0003596,0.0001859,0.0001859,0.0005333,0.0001859,0.0005333,0.0005333,0.000707,0.0003596,0.0001859,0.0001859,0.02537,0.0001859,0.001749,0.000707,0.0001859,0.0001859,0.0001859,0.0003596,0.006613,0.3551,0.0001859,0.0001859,0.01304,0.0001859,0.0001859,0.0001859,0.0001859,0.0001859,0.01356,0.0001859,0.0001859,0.0001859
